Id;Crea_Maj;Date
21050;2;2006-10-13
21073;2;2012-08-27
21170;2;2019-02-22
21173;2;2015-04-01
21192;2;2001-02-02
21323;2;2012-04-12
21482;2;2011-05-27
21520;2;2018-05-29
21564;2;2019-09-10
21665;2;2019-02-25
21669;2;2019-07-30
21779;2;2013-01-07
21843;2;2003-11-13
21860;2;2003-11-14
21867;2;2003-11-17
21883;2;2003-11-18
21886;2;2020-12-10
21888;2;2010-10-13
21894;2;1989-04-18
21896;2;2019-01-30
21899;2;1995-09-14
21900;2;2010-09-17
21902;2;2019-05-23
21911;2;2000-09-26
21921;2;1995-09-15
21924;2;2010-10-27
21925;2;2021-01-27
21928;2;2006-07-12
21929;2;2003-04-29
22004;2;2002-06-05
22005;2;2020-12-01
22006;2;2019-11-18
22018;2;2019-03-27
22019;2;2020-08-21
22035;2;2019-12-12
22036;2;2019-12-20
22079;2;2020-05-18
22080;2;2020-07-13
22083;2;2020-08-31
22093;2;1995-09-12
22097;2;2020-09-15
22106;2;1995-09-04
22111;2;2002-07-09
22112;2;2014-04-08
22114;2;2014-04-10
22129;2;2020-11-05
22131;2;2019-09-25
22139;2;2012-08-01
22152;2;2019-06-13
22164;2;2021-01-07
22166;2;2020-05-19
22168;2;2020-12-17
22169;2;2020-12-08
22171;2;2020-08-10
22228;2;2020-01-28
22289;2;2019-07-12
22291;2;2020-01-23
22435;2;2020-09-17
22436;2;2019-03-07
22444;2;2011-11-08
22456;2;2020-12-04
22487;2;2020-09-24
22507;2;2011-01-25
22659;2;2020-12-15
22682;2;1989-09-22
22687;2;1991-03-08
22692;2;2020-12-03
22704;2;2004-06-25
22709;2;2019-06-18
22721;2;2010-04-20
22725;2;2020-08-17
22739;2;2020-10-12
22777;2;1989-08-31
23934;2;1992-02-13
23935;2;1992-02-06
23942;2;2007-05-24
23955;2;1990-08-27
23964;2;1989-02-17
23994;2;2003-05-09
23997;2;2019-12-05
24058;2;2019-07-05
24059;2;2020-01-29
24065;2;2020-09-25
24100;2;2019-06-24
24228;2;2020-04-03
24241;2;2011-06-14
24277;2;2020-07-30
24301;2;2008-03-26
24321;2;2015-09-14
